time_str,time,co2_1,co2_2,co2_3,co2_4,supply_flow
10-Dec-2021 06:15:00,738500.260416667,400,407.6,402,402.2,490.466666666667
10-Dec-2021 06:30:00,738500.270833333,402.933333333333,406,400.133333333333,401,490.333333333333
10-Dec-2021 06:45:00,738500.28125,404,402.4,400,400,490.866666666667
10-Dec-2021 07:00:00,738500.291666667,401.066666666667,400,400.933333333333,400,490.2
10-Dec-2021 07:15:00,738500.302083333,400,400,401,416.4,491.133333333333
10-Dec-2021 07:30:00,738500.3125,460.866666666667,460.8,485.866666666667,429,492.6
10-Dec-2021 07:45:00,738500.322916667,483,533.8,505,553.4,493.866666666667
10-Dec-2021 08:00:00,738500.333333333,532.133333333333,547,505,554,494.733333333333
10-Dec-2021 08:15:00,738500.34375,550,535.266666666667,505,534.8,506.866666666667
10-Dec-2021 08:30:00,738500.354166667,578.2,580.066666666667,462.333333333333,536,503.4
10-Dec-2021 08:45:00,738500.364583333,590,725.4,500,627,491.4
10-Dec-2021 09:00:00,738500.375,638.133333333333,727,602.533333333333,734,489.533333333333
10-Dec-2021 09:15:00,738500.385416667,699,734.2,611,678,489.266666666667
10-Dec-2021 09:30:00,738500.395833333,726.866666666667,739,672.6,678,488.733333333333
10-Dec-2021 09:45:00,738500.40625,737,743.2,677,701.6,489
10-Dec-2021 10:00:00,738500.416666667,739.2,746,687.266666666667,710,489.266666666667
10-Dec-2021 10:15:00,738500.427083333,740,812.8,710.533333333333,750.4,491.666666666667
10-Dec-2021 10:30:00,738500.4375,813.666666666667,816,743.866666666667,757,491.466666666667
10-Dec-2021 10:45:00,738500.447916667,819,802.8,746,771.2,492.066666666667
10-Dec-2021 11:00:00,738500.458333333,839.533333333333,794,782.4,776,492.4
10-Dec-2021 11:15:00,738500.46875,847,816.8,785,796.4,501.333333333333
10-Dec-2021 11:30:00,738500.479166667,808.866666666667,757.466666666667,703.8,797,500.266666666667
10-Dec-2021 11:45:00,738500.489583333,795,811.8,743,814,490.866666666667
10-Dec-2021 12:00:00,738500.5,810.4,831.133333333333,750.466666666667,791.4,489.4
10-Dec-2021 12:15:00,738500.510416667,816,829.6,751,768.066666666667,490.066666666667
10-Dec-2021 12:30:00,738500.520833333,796.2,790,753.8,746,490.2
10-Dec-2021 12:45:00,738500.53125,789,790,754,734,489.666666666667
10-Dec-2021 13:00:00,738500.541666667,785.333333333333,790,726.933333333333,728,489
10-Dec-2021 13:15:00,738500.552083333,784,759.4,725,718,489.133333333333
10-Dec-2021 13:30:00,738500.5625,774.466666666667,713.8,699.8,718,489
10-Dec-2021 13:45:00,738500.572916667,771,718,698,712.2,488.333333333333
10-Dec-2021 14:00:00,738500.583333333,748.266666666667,740,666.266666666667,696,488.066666666667
10-Dec-2021 14:15:00,738500.59375,736.866666666667,740,640,653.666666666667,488.066666666667
10-Dec-2021 14:30:00,738500.604166667,702.533333333333,740,631.2,658,487.4
10-Dec-2021 14:45:00,738500.614583333,706,682.4,631,634,487.133333333333
10-Dec-2021 15:00:00,738500.625,674.466666666667,644,615.133333333333,622,487.266666666667
10-Dec-2021 15:15:00,738500.635416667,663,633.8,614,594.4,487.4
10-Dec-2021 15:30:00,738500.645833333,639.533333333333,627,586.933333333333,589,487.533333333333
10-Dec-2021 15:45:00,738500.65625,631,602.8,585,572.2,487.8
10-Dec-2021 16:00:00,738500.666666667,627.333333333333,581,566.133333333333,553,488.066666666667
10-Dec-2021 16:15:00,738500.677083333,610,578,531,564.2,488.733333333333
10-Dec-2021 16:30:00,738500.6875,588.2,576,556.2,563,488.2
10-Dec-2021 16:45:00,738500.697916667,589,568.2,558,551,489.666666666667
10-Dec-2021 17:00:00,738500.708333333,591.933333333333,563,552.4,551,489.933333333333
10-Dec-2021 17:15:00,738500.71875,593,560.6,552,537.4,489.266666666667
10-Dec-2021 17:30:00,738500.729166667,569.533333333333,559,523.066666666667,538,489.8
10-Dec-2021 17:45:00,738500.739583333,561,540.4,521,501.2,490.6
10-Dec-2021 18:00:00,738500.75,550.733333333333,528,501.4,500,490.6
10-Dec-2021 18:15:00,738500.760416667,547,520.8,500,503.6,491.133333333333
10-Dec-2021 18:30:00,738500.770833333,542.6,516,532.066666666667,500,491.133333333333
10-Dec-2021 18:45:00,738500.78125,582.6,641.466666666667,729.333333333333,657.133333333333,520.066666666667
10-Dec-2021 19:00:00,738500.791666667,1370.53333333333,2011.33333333333,1399.6,1337.8,525.933333333333
10-Dec-2021 19:15:00,738500.802083333,1819.6,2085.93333333333,1525,1703.66666666667,499.133333333333
10-Dec-2021 19:30:00,738500.8125,1874.13333333333,2217,1553.93333333333,1657.46666666667,490.2
10-Dec-2021 19:45:00,738500.822916667,1888,2177.73333333333,1556,1666.2,490.333333333333
10-Dec-2021 20:00:00,738500.833333333,1857.2,2072,1507.46666666667,1671,489.266666666667
10-Dec-2021 20:15:00,738500.84375,1846,2024.2,1504,1614.8,497.666666666667
10-Dec-2021 20:30:00,738500.854166667,1835,1948,1547.86666666667,1580,499.933333333333
10-Dec-2021 20:45:00,738500.864583333,1831,1932.4,1551,1575.4,501.466666666667
10-Dec-2021 21:00:00,738500.875,1829.53333333333,1872.53333333333,1612.53333333333,1564,500.666666666667
10-Dec-2021 21:15:00,738500.885416667,1829,1823.2,1561.13333333333,1578.46666666667,493
10-Dec-2021 21:30:00,738500.895833333,1745.26666666667,1688.93333333333,1453.06666666667,1467.66666666667,493.133333333333
10-Dec-2021 21:45:00,738500.90625,1614,1580.4,1347,1356.86666666667,493.333333333333
10-Dec-2021 22:00:00,738500.916666667,1549.8,1510,1258.73333333333,1300,493.866666666667
10-Dec-2021 22:15:00,738500.927083333,1497,1441.6,1237,1230.4,493.666666666667
10-Dec-2021 22:30:00,738500.9375,1383.26666666667,1336.46666666667,1144.86666666667,1193,494.866666666667
10-Dec-2021 22:45:00,738500.947916667,1336.06666666667,1308,1122,1077.8,495.066666666667
10-Dec-2021 23:00:00,738500.958333333,1273.4,1194.4,1030.06666666667,1056,495.6
10-Dec-2021 23:15:00,738500.96875,1200,1176.2,1022,977.933333333333,496.133333333333
10-Dec-2021 23:30:00,738500.979166667,1128,1153.8,902.6,958.333333333333,496.866666666667
10-Dec-2021 23:45:00,738500.989583333,1080,1051.4,903,907,497.266666666667
11-Dec-2021 00:00:00,738501,1010.73333333333,1023.66666666667,848.866666666667,907,497.933333333333
11-Dec-2021 00:15:00,738501.010416667,979,945.6,835.2,822.8,498.066666666667
11-Dec-2021 00:30:00,738501.020833333,904.4,934.2,801.6,824,498.466666666667
11-Dec-2021 00:45:00,738501.03125,878,850.6,802,796.066666666667,498.2
11-Dec-2021 01:00:00,738501.041666667,839.866666666667,849,745.066666666667,772,497.8
11-Dec-2021 01:15:00,738501.052083333,826,819,741,737.4,498.866666666667
11-Dec-2021 01:30:00,738501.0625,782.866666666667,665.466666666667,616.8,657.266666666667,530.533333333333
11-Dec-2021 01:45:00,738501.072916667,682.333333333333,658.4,575.2,671.4,482.333333333333
11-Dec-2021 02:00:00,738501.083333333,700.666666666667,732,642,698,490.733333333333
11-Dec-2021 02:15:00,738501.09375,710,710.4,644,647.6,492.133333333333
11-Dec-2021 02:30:00,738501.104166667,691.666666666667,696,631.866666666667,644,496.4
11-Dec-2021 02:45:00,738501.114583333,685,684,631,634.4,497.2
11-Dec-2021 03:00:00,738501.125,654.2,676,610.466666666667,623,497.666666666667
11-Dec-2021 03:15:00,738501.135416667,643,635.2,609,594.2,498.466666666667
11-Dec-2021 03:30:00,738501.145833333,629.8,633,567,583,499.466666666667
11-Dec-2021 03:45:00,738501.15625,625,613.8,564,556.2,500.4
11-Dec-2021 04:00:00,738501.166666667,591.2,601,543.466666666667,555,500.466666666667
11-Dec-2021 04:15:00,738501.177083333,565,587.2,540,540,500.733333333333
11-Dec-2021 04:30:00,738501.1875,563.533333333333,578,521.333333333333,534,500.8
11-Dec-2021 04:45:00,738501.197916667,563,554.6,522,507,502.133333333333
11-Dec-2021 05:00:00,738501.208333333,530,524.266666666667,492.2,497.666666666667,510.333333333333
11-Dec-2021 05:15:00,738501.21875,462,412,400,432,507.266666666667
11-Dec-2021 05:30:00,738501.229166667,489.133333333333,400,459.733333333333,480,499.8
11-Dec-2021 05:45:00,738501.239583333,499,452.8,464,457,498.666666666667
11-Dec-2021 06:00:00,738501.25,477.733333333333,488,436.933333333333,457,498.333333333333
11-Dec-2021 06:15:00,738501.260416667,470,475.4,435,438.4,498.133333333333
11-Dec-2021 06:30:00,738501.270833333,446.533333333333,467,421.933333333333,445,498.2
11-Dec-2021 06:45:00,738501.28125,438,453.2,421,424.8,497.733333333333
11-Dec-2021 07:00:00,738501.291666667,426.266666666667,444,404.2,423,498.266666666667
11-Dec-2021 07:15:00,738501.302083333,422,431.4,403,417.8,498.8
11-Dec-2021 07:30:00,738501.3125,413.933333333333,423,400.2,419,498.733333333333
11-Dec-2021 07:45:00,738501.322916667,411,415.2,400,407.2,498.666666666667
11-Dec-2021 08:00:00,738501.333333333,402.933333333333,410,400.933333333333,400,498.666666666667
11-Dec-2021 08:15:00,738501.34375,400,406.4,401,401.8,498.733333333333
11-Dec-2021 08:30:00,738501.354166667,402.2,404,400.066666666667,400,499.466666666667
11-Dec-2021 08:45:00,738501.364583333,403,401.6,400,402.4,499.2
11-Dec-2021 09:00:00,738501.375,400.8,400,400,400,499.933333333333
11-Dec-2021 09:15:00,738501.385416667,400,400,400,400,499.8
11-Dec-2021 09:30:00,738501.395833333,404.4,400,402.8,400,500.466666666667
11-Dec-2021 09:45:00,738501.40625,406,401.8,403,403.6,501.466666666667
11-Dec-2021 10:00:00,738501.416666667,408.2,403,409.533333333333,403,501.666666666667
11-Dec-2021 10:15:00,738501.427083333,409,401.2,410,406.8,502.2
11-Dec-2021 10:30:00,738501.4375,402.4,400,411.866666666667,402,502.2
11-Dec-2021 10:45:00,738501.447916667,400,400,412,400,503.066666666667
11-Dec-2021 11:00:00,738501.458333333,402.933333333333,400,412,400,503
11-Dec-2021 11:15:00,738501.46875,404,406.6,412,409.8,502.8
11-Dec-2021 11:30:00,738501.479166667,406.933333333333,411,400.8,405,504.266666666667
11-Dec-2021 11:45:00,738501.489583333,408,404.4,400,409.6,509
11-Dec-2021 12:00:00,738501.5,402.133333333333,400,421.466666666667,400,502.533333333333
11-Dec-2021 12:15:00,738501.510416667,400,409.6,423,406.8,499.133333333333
11-Dec-2021 12:30:00,738501.520833333,414.666666666667,416,423,405,498.2
11-Dec-2021 12:45:00,738501.53125,420,439.4,423,454.2,497.933333333333
11-Dec-2021 13:00:00,738501.541666667,458.866666666667,455,455.666666666667,459,498
11-Dec-2021 13:15:00,738501.552083333,473,453.2,458,444.8,497.866666666667
11-Dec-2021 13:30:00,738501.5625,460.533333333333,452,445.866666666667,440,498.533333333333
11-Dec-2021 13:45:00,738501.572916667,456,448.4,445,438.8,499.133333333333
11-Dec-2021 14:00:00,738501.583333333,440.6,446,439.4,434,498.466666666667
11-Dec-2021 14:15:00,738501.59375,435,440.6,439,440.2,498.533333333333
11-Dec-2021 14:30:00,738501.604166667,443.8,437,429.666666666667,442,498.466666666667
11-Dec-2021 14:45:00,738501.614583333,447,432.8,429,433.6,498.266666666667
11-Dec-2021 15:00:00,738501.625,428.666666666667,430,430.866666666667,436,498.466666666667
11-Dec-2021 15:15:00,738501.635416667,422,419.2,431,423.6,498.066666666667
11-Dec-2021 15:30:00,738501.645833333,422,412,433.8,429,498.266666666667
11-Dec-2021 15:45:00,738501.65625,422,418.6,434,410.6,498.333333333333
11-Dec-2021 16:00:00,738501.666666667,419.066666666667,423,413.466666666667,407,498.133333333333
11-Dec-2021 16:15:00,738501.677083333,418,417,412,412,498.266666666667
11-Dec-2021 16:30:00,738501.6875,408.466666666667,413,403.6,412,498.4
11-Dec-2021 16:45:00,738501.697916667,405,409.4,403,411.2,498.333333333333
11-Dec-2021 17:00:00,738501.708333333,417.466666666667,407,420.733333333333,416,498.333333333333
11-Dec-2021 17:15:00,738501.71875,422,411.8,422,420.2,498.333333333333
11-Dec-2021 17:30:00,738501.729166667,417.6,415,411.733333333333,419,498.866666666667
11-Dec-2021 17:45:00,738501.739583333,416,414.4,411,412,498.933333333333
11-Dec-2021 18:00:00,738501.75,405.733333333333,414,407.266666666667,412,499.4
11-Dec-2021 18:15:00,738501.760416667,402,406.2,407,400,499.866666666667
11-Dec-2021 18:30:00,738501.770833333,416.666666666667,401,407,400,500.133333333333
11-Dec-2021 18:45:00,738501.78125,422,400.4,407,408.2,500.666666666667
11-Dec-2021 19:00:00,738501.791666667,419.066666666667,400,411.666666666667,401,501.2
11-Dec-2021 19:15:00,738501.802083333,418,402.4,412,406.6,502.733333333333
11-Dec-2021 19:30:00,738501.8125,412.866666666667,404,403.6,400,503.4
11-Dec-2021 19:45:00,738501.822916667,411,404,403,406,505.133333333333
11-Dec-2021 20:00:00,738501.833333333,404.4,404,400.2,415,505.666666666667
11-Dec-2021 20:15:00,738501.84375,402,401.6,400,405.2,506.066666666667
11-Dec-2021 20:30:00,738501.854166667,402.733333333333,400,400,413,512.2
11-Dec-2021 20:45:00,738501.864583333,403,400,400,417.2,515.266666666667
11-Dec-2021 21:00:00,738501.875,400.8,400,408.4,407,516.666666666667
11-Dec-2021 21:15:00,738501.885416667,400,400,409,400,517.6
11-Dec-2021 21:30:00,738501.895833333,402.933333333333,400,400.6,400,518.466666666667
11-Dec-2021 21:45:00,738501.90625,404,400,400,400.4,519.066666666667
11-Dec-2021 22:00:00,738501.916666667,401.066666666667,400,404.666666666667,401,520.133333333333
11-Dec-2021 22:15:00,738501.927083333,400,400,405,400,520.4
11-Dec-2021 22:30:00,738501.9375,400,400,402.2,400,519
11-Dec-2021 22:45:00,738501.947916667,400,400,402,400,519.866666666667
11-Dec-2021 23:00:00,738501.958333333,400,400,400.133333333333,400,519
11-Dec-2021 23:15:00,738501.96875,400,401.2,400,400,519.6
11-Dec-2021 23:30:00,738501.979166667,400,402,400,400,519.8
11-Dec-2021 23:45:00,738501.989583333,400,400.8,400,400.8,519.533333333333
12-Dec-2021 00:00:00,738502,408.066666666667,400,400,402,519.666666666667
12-Dec-2021 00:15:00,738502.010416667,411,400,400,400,519.066666666667
12-Dec-2021 00:30:00,738502.020833333,402.933333333333,400,409.333333333333,400,519.866666666667
12-Dec-2021 00:45:00,738502.03125,400,400,410,400,519.666666666667
12-Dec-2021 01:00:00,738502.041666667,400.733333333333,400,400.666666666667,400,519.466666666667
12-Dec-2021 01:15:00,738502.052083333,401,400,400,400.4,519.2
12-Dec-2021 01:30:00,738502.0625,400.266666666667,400,400,401,520.133333333333
12-Dec-2021 01:45:00,738502.072916667,400,400,400,402,519.6
12-Dec-2021 02:00:00,738502.083333333,400.733333333333,400,402.8,405,519.333333333333
12-Dec-2021 02:15:00,738502.09375,401,400,403,402.8,520.2
12-Dec-2021 02:30:00,738502.104166667,403.2,400,400.2,407,520
12-Dec-2021 02:45:00,738502.114583333,404,400,400,402,520.4
12-Dec-2021 03:00:00,738502.125,401.066666666667,400,403.733333333333,402,519.733333333333
12-Dec-2021 03:15:00,738502.135416667,400,401.8,404,400,519.666666666667
12-Dec-2021 03:30:00,738502.145833333,407.333333333333,403,400.266666666667,400,519.533333333333
12-Dec-2021 03:45:00,738502.15625,410,401.2,400,411.2,520.533333333333
12-Dec-2021 04:00:00,738502.166666667,412.933333333333,400,409.333333333333,410,519.933333333333
12-Dec-2021 04:15:00,738502.177083333,414,400,410,406.4,520.2
12-Dec-2021 04:30:00,738502.1875,413.266666666667,400,400.666666666667,407,519.266666666667
12-Dec-2021 04:45:00,738502.197916667,413,400,400,407.2,519.666666666667
12-Dec-2021 05:00:00,738502.208333333,411.533333333333,400,411.2,403,519.933333333333
12-Dec-2021 05:15:00,738502.21875,411,400,412,400,520
12-Dec-2021 05:30:00,738502.229166667,402.933333333333,400,403.6,400,519.6
12-Dec-2021 05:45:00,738502.239583333,400,401.8,403,404.2,520.2
12-Dec-2021 06:00:00,738502.25,405.866666666667,403,400.2,403,520.533333333333
12-Dec-2021 06:15:00,738502.260416667,408,403,400,418,520.066666666667
12-Dec-2021 06:30:00,738502.270833333,402.133333333333,403,400,418,520.466666666667
12-Dec-2021 06:45:00,738502.28125,400,404.8,400,409.6,520.666666666667
12-Dec-2021 07:00:00,738502.291666667,404.4,406,403.733333333333,412,520.333333333333
12-Dec-2021 07:15:00,738502.302083333,406,407.8,404,403,520.733333333333
12-Dec-2021 07:30:00,738502.3125,408.2,409,401.2,406,520.733333333333
12-Dec-2021 07:45:00,738502.322916667,409,403.6,401,414.2,521.2
12-Dec-2021 08:00:00,738502.333333333,409.733333333333,400,406.6,419,520.666666666667
12-Dec-2021 08:15:00,738502.34375,410,411.4,407,410,520.4
12-Dec-2021 08:30:00,738502.354166667,403.4,419,410.733333333333,410,520.6
12-Dec-2021 08:45:00,738502.364583333,401,419.6,411,404.2,520.933333333333
12-Dec-2021 09:00:00,738502.375,401.733333333333,420,409.133333333333,403,520.4
12-Dec-2021 09:15:00,738502.385416667,402,410.4,409,403.2,519.8
12-Dec-2021 09:30:00,738502.395833333,407.133333333333,404,411.8,408,506.466666666667
12-Dec-2021 09:45:00,738502.40625,409,414.2,412,418.6,522.2
12-Dec-2021 10:00:00,738502.416666667,406.066666666667,421,400.8,412,499.933333333333
12-Dec-2021 10:15:00,738502.427083333,405,424,400,416,499.733333333333
12-Dec-2021 10:30:00,738502.4375,431.4,426,437.333333333333,416,500.266666666667
12-Dec-2021 10:45:00,738502.447916667,441,440.4,440,432.4,500.466666666667
12-Dec-2021 11:00:00,738502.458333333,448.333333333333,450,450.266666666667,433,500.066666666667
12-Dec-2021 11:15:00,738502.46875,451,460.2,451,455.8,499.133333333333
12-Dec-2021 11:30:00,738502.479166667,469.333333333333,467,469.666666666667,457,504.266666666667
12-Dec-2021 11:45:00,738502.489583333,476,468.2,471,460.4,507.133333333333
12-Dec-2021 12:00:00,738502.5,478.2,469,477.533333333333,443,507.333333333333
12-Dec-2021 12:15:00,738502.510416667,479,462.4,478,459,507.8
12-Dec-2021 12:30:00,738502.520833333,479.733333333333,458,464,459,508.466666666667
12-Dec-2021 12:45:00,738502.53125,480,463.4,463,457,507.866666666667
12-Dec-2021 13:00:00,738502.541666667,474.866666666667,467,468.6,457,508.933333333333
12-Dec-2021 13:15:00,738502.552083333,473,471.2,469,459.6,508.533333333333
12-Dec-2021 13:30:00,738502.5625,468.6,474,467.133333333333,465,509.4
12-Dec-2021 13:45:00,738502.572916667,467,482.4,467,462.8,508.8
12-Dec-2021 14:00:00,738502.583333333,475.066666666667,488,465.133333333333,458,508.4
12-Dec-2021 14:15:00,738502.59375,478,487.4,465,470.6,509
12-Dec-2021 14:30:00,738502.604166667,473.6,487,480.866666666667,473,509.133333333333
12-Dec-2021 14:45:00,738502.614583333,472,462.4,482,483.2,511.066666666667
12-Dec-2021 15:00:00,738502.625,464.666666666667,446,466.133333333333,470,504.866666666667
12-Dec-2021 15:15:00,738502.635416667,462,470.6,465,473.8,503.266666666667
12-Dec-2021 15:30:00,738502.645833333,470.066666666667,487,474.333333333333,478,502.6
12-Dec-2021 15:45:00,738502.65625,473,491.2,475,460.6,502.666666666667
12-Dec-2021 16:00:00,738502.666666667,481.8,494,464.733333333333,463,503.533333333333
12-Dec-2021 16:15:00,738502.677083333,485,489.2,464,462.2,503.266666666667
12-Dec-2021 16:30:00,738502.6875,485,486,483.6,452,502.8
12-Dec-2021 16:45:00,738502.697916667,485,491.4,485,468,503.4
12-Dec-2021 17:00:00,738502.708333333,478.4,495,471.933333333333,462,503
12-Dec-2021 17:15:00,738502.71875,476,487.8,471,465.8,503.8
12-Dec-2021 17:30:00,738502.729166667,473.066666666667,483,477.533333333333,464,503.733333333333
12-Dec-2021 17:45:00,738502.739583333,472,486,478,468.6,503.066666666667
12-Dec-2021 18:00:00,738502.75,477.133333333333,488,478,468,503.733333333333
12-Dec-2021 18:15:00,738502.760416667,479,500.6,478,467.4,504.2
12-Dec-2021 18:30:00,738502.770833333,483.4,509,481.733333333333,462,504.933333333333
12-Dec-2021 18:45:00,738502.78125,485,504.2,482,471.6,505.066666666667
12-Dec-2021 19:00:00,738502.791666667,479.133333333333,501,484.8,471,506.133333333333
12-Dec-2021 19:15:00,738502.802083333,477,509.4,485,466,506.6
12-Dec-2021 19:30:00,738502.8125,478.466666666667,515,474.733333333333,466,508.466666666667
12-Dec-2021 19:45:00,738502.822916667,479,495.2,474,463,530.066666666667
12-Dec-2021 20:00:00,738502.833333333,446,482,408.666666666667,457,490.666666666667
12-Dec-2021 20:15:00,738502.84375,434,479.6,404,453.2,506.266666666667
12-Dec-2021 20:30:00,738502.854166667,448.666666666667,478,453.466666666667,458,505.333333333333
12-Dec-2021 20:45:00,738502.864583333,454,478,457,452.8,505.8
12-Dec-2021 21:00:00,738502.875,453.266666666667,478,461.666666666667,451,505.933333333333
12-Dec-2021 21:15:00,738502.885416667,453,478,462,442.4,505.066666666667
12-Dec-2021 21:30:00,738502.895833333,462.533333333333,478,462.933333333333,449,505.466666666667
12-Dec-2021 21:45:00,738502.90625,466,476.8,463,453.4,505.2
12-Dec-2021 22:00:00,738502.916666667,459.4,476,458.333333333333,457,506.4
12-Dec-2021 22:15:00,738502.927083333,457,474.2,458,436,506.8
12-Dec-2021 22:30:00,738502.9375,462.866666666667,473,460.8,436,507.533333333333
12-Dec-2021 22:45:00,738502.947916667,465,462.2,461,444.8,508.866666666667
12-Dec-2021 23:00:00,738502.958333333,450.333333333333,455,461.933333333333,443,509.866666666667
12-Dec-2021 23:15:00,738502.96875,445,457.4,462,436.6,534.666666666667
12-Dec-2021 23:30:00,738502.979166667,425.2,459,408.8,424,493.6
12-Dec-2021 23:45:00,738502.989583333,418,454.8,405,436,508.533333333333
13-Dec-2021 00:00:00,738503,425.333333333333,452,432.066666666667,433,507.133333333333
13-Dec-2021 00:15:00,738503.010416667,428,447.8,434,433,507.266666666667
13-Dec-2021 00:30:00,738503.020833333,429.466666666667,445,436.8,433,507.666666666667
13-Dec-2021 00:45:00,738503.03125,430,446.8,437,426.6,508
13-Dec-2021 01:00:00,738503.041666667,430.733333333333,448,441.666666666667,429,507.466666666667
13-Dec-2021 01:15:00,738503.052083333,431,449.8,442,419.8,507.733333333333
13-Dec-2021 01:30:00,738503.0625,425.866666666667,451,438.266666666667,421,507.933333333333
13-Dec-2021 01:45:00,738503.072916667,424,449.2,438,421.8,508.666666666667
13-Dec-2021 02:00:00,738503.083333333,425.466666666667,448,435.2,423,510.066666666667
13-Dec-2021 02:15:00,738503.09375,426,439,435,419,510.2
13-Dec-2021 02:30:00,738503.104166667,412.066666666667,433,416.333333333333,419,512
13-Dec-2021 02:45:00,738503.114583333,407,426.4,415,411.2,519.6
13-Dec-2021 03:00:00,738503.125,409.2,422,424.333333333333,410,522
13-Dec-2021 03:15:00,738503.135416667,410,425.6,425,441.2,522.733333333333
13-Dec-2021 03:30:00,738503.145833333,402.666666666667,428,413.8,443,521.333333333333
13-Dec-2021 03:45:00,738503.15625,400,432.8,413,400,521.666666666667
13-Dec-2021 04:00:00,738503.166666667,405.133333333333,436,402.733333333333,400,521.6
13-Dec-2021 04:15:00,738503.177083333,407,423.4,402,404.4,521.8
13-Dec-2021 04:30:00,738503.1875,402.6,415,408.533333333333,405,521.133333333333
13-Dec-2021 04:45:00,738503.197916667,401,406,409,400,521.133333333333
13-Dec-2021 05:00:00,738503.208333333,405.4,400,400.6,400,521.266666666667
13-Dec-2021 05:15:00,738503.21875,407,401.8,400,404.6,521.266666666667
13-Dec-2021 05:30:00,738503.229166667,410.666666666667,403,401.866666666667,407,521
13-Dec-2021 05:45:00,738503.239583333,412,401.2,402,400,521.533333333333
13-Dec-2021 06:00:00,738503.25,403.2,400,404.8,400,521.066666666667
13-Dec-2021 06:15:00,738503.260416667,400,400.6,405,406.4,521.066666666667
13-Dec-2021 06:30:00,738503.270833333,411,401,410.6,410,520.866666666667
13-Dec-2021 06:45:00,738503.28125,415,409.4,411,400,520.533333333333
13-Dec-2021 07:00:00,738503.291666667,411.333333333333,415,403.533333333333,400,521
13-Dec-2021 07:15:00,738503.302083333,410,413.2,403,418.6,520.866666666667
13-Dec-2021 07:30:00,738503.3125,413.666666666667,412,409.533333333333,412,520.4
13-Dec-2021 07:45:00,738503.322916667,415,407.8,410,422,520.933333333333
13-Dec-2021 08:00:00,738503.333333333,412.8,405,417.466666666667,422,521.4
13-Dec-2021 08:15:00,738503.34375,412,469.6,418,477.2,517.642857142857
13-Dec-2021 08:30:00,738503.354166667,486.066666666667,542,492.666666666667,528,567.666666666667
13-Dec-2021 08:45:00,738503.364583333,527.133333333333,572,516,560.6,515
13-Dec-2021 09:00:00,738503.375,575.533333333333,592,564.533333333333,572,501.866666666667
13-Dec-2021 09:15:00,738503.385416667,579,608.8,568,592,503.8
13-Dec-2021 09:30:00,738503.395833333,617.133333333333,632.266666666667,614,592,526.333333333333
13-Dec-2021 09:45:00,738503.40625,631,661,620,593,503
13-Dec-2021 10:00:00,738503.416666667,652.333333333333,673,629.333333333333,593,501.133333333333
13-Dec-2021 10:15:00,738503.427083333,667,677.2,630,646,500.2
13-Dec-2021 10:30:00,738503.4375,701.466666666667,680,663.6,652,500.933333333333
13-Dec-2021 10:45:00,738503.447916667,714,699.8,666,673.6,506.8
13-Dec-2021 11:00:00,738503.458333333,726.466666666667,713,691.2,684,508.2
13-Dec-2021 11:15:00,738503.46875,731,711.8,693,681,509.066666666667
13-Dec-2021 11:30:00,738503.479166667,714.133333333333,711,673.4,684,509.533333333333
13-Dec-2021 11:45:00,738503.489583333,708,721.8,672,688.2,510.133333333333
13-Dec-2021 12:00:00,738503.5,719.733333333333,729,683.2,681,517.8
13-Dec-2021 12:15:00,738503.510416667,724,722.4,684,665,508.6
13-Dec-2021 12:30:00,738503.520833333,701.266666666667,718,673.733333333333,647,506.866666666667
13-Dec-2021 12:45:00,738503.53125,693,697.6,673,645.6,506.266666666667
13-Dec-2021 13:00:00,738503.541666667,684.2,684,628.2,642,505.933333333333
13-Dec-2021 13:15:00,738503.552083333,681,696.6,625,673.6,504.8
13-Dec-2021 13:30:00,738503.5625,715.466666666667,705,688.466666666667,664,504.266666666667
13-Dec-2021 13:45:00,738503.572916667,728,692.4,693,678.2,503.2
13-Dec-2021 14:00:00,738503.583333333,729.466666666667,684,683.666666666667,686,503.4
13-Dec-2021 14:15:00,738503.59375,730,712.8,683,747.6,503.6
13-Dec-2021 14:30:00,738503.604166667,724.133333333333,732,667.133333333333,786,503.666666666667
13-Dec-2021 14:45:00,738503.614583333,722,729.6,666,737.6,504.333333333333
13-Dec-2021 15:00:00,738503.625,719.066666666667,728,691.2,770,504.6
13-Dec-2021 15:15:00,738503.635416667,718,722,693,678.4,505.133333333333
13-Dec-2021 15:30:00,738503.645833333,723.866666666667,718,692.066666666667,670,505.866666666667
13-Dec-2021 15:45:00,738503.65625,726,726.4,692,681.2,506.466666666667
13-Dec-2021 16:00:00,738503.666666667,735.533333333333,732,677.066666666667,686,508.2
13-Dec-2021 16:15:00,738503.677083333,739,709.8,676,677.4,509
13-Dec-2021 16:30:00,738503.6875,717,695,668.533333333333,675,510.133333333333
13-Dec-2021 16:45:00,738503.697916667,709,695,668,639.133333333333,522.333333333333
13-Dec-2021 17:00:00,738503.708333333,663.533333333333,695,601.733333333333,576,521
13-Dec-2021 17:15:00,738503.71875,647,683.6,597,640.4,507.266666666667
13-Dec-2021 17:30:00,738503.729166667,654.333333333333,676,626.866666666667,629,506
13-Dec-2021 17:45:00,738503.739583333,657,668.2,629,621.6,506
13-Dec-2021 18:00:00,738503.75,651.133333333333,663,620.6,615,506.133333333333
13-Dec-2021 18:15:00,738503.760416667,649,655.8,620,591,507.4
